surname,caste,confidence
UPPULURU,Kamma,medium
UPPUTURI,Kamma,medium
URIMI,Kamma,medium
URUBANDI,Kamma,medium
USAKATLA,Kamma,medium
USARARAVARU,Kamma,medium
USIVARU,Kamma,medium
UTAPANENI,Kamma,medium
UTLA,Kamma,medium
UTUKURI,Kamma,medium
UTUKURU,Kamma,medium
UYYALA,SC,medium
UYYURU,Kapu,medium
VAACHIREDDI,Kamma,medium
VAAGEPALLI,Kamma,medium
VAAKA,Kamma,medium
VAAKAA,Kamma,medium
VAAKAALAPUDI,Kamma,medium
VAALAVAARU,Kamma,medium
VAASIPELLI,Kamma,medium
VAAYALACHERLA,Kamma,medium
VADAGANA,Kamma,medium
VADAKAPURAPU,Kamma,medium
VADAKOPPU,Kamma,medium
VADAKUPPA,Kamma,medium
VADALA,Kapu,medium
VADAMI,Kapu,low
VADAPALLI,Kapu,medium
VADDADI,Kamma,medium
VADDAEBOKA,Kamma,medium
VADDAVALLI,Kamma,medium
VADDE,SC,medium
VADDEBOINA,Kamma,medium
VADDELLI,Kamma,medium
VADDEM,Kamma,medium
VADDEMPUDI,Kamma,medium
VADDEPATI,Kamma,medium
VADDESWARAPU,Kamma,medium
VADDI,Kapu,medium
VADDINENI,Kamma,high
VADDLAMUDI,Kamma,low
VADDURI,Kamma,medium
VADIAMUDI,Kamma,low
VADLA,Kamma,medium
VADLAA,Kamma,medium
VADLADI,Kamma,medium
VADLAMUDI,Kamma,high
VADLAPATLA,Kamma,medium
VADLAPUDI,Kamma,medium
VAGGSH,Kamma,medium
VAGICHARLA,Kamma,high
VAGICHERLA,Kamma,medium
VAITLA,Kamma,medium
VAJJA,Kamma,high
VAJJE,Kamma,medium
VAJRALA,Kamma,medium
VAJRAPU,Kapu,medium
VAKA,Kapu,medium
VAKACHARLA,Kamma,medium
VAKALAPUDI,Kamma,low
VAKKALAGADDA,Kamma,medium
VAKKANTULA,Kamma,medium
VAKKAPATLA,Kamma,medium
VAKKU,Kamma,medium
VAKKULAGADDA,Kamma,medium
VALABAPURAPU,Kamma,medium
VALAPANABOYENA,Kamma,medium
VALAPARLA,Kamma,high
VALAPARLLA,Kamma,medium
VALASAPALLI,Kamma,medium
VALAVALA,Kapu,medium
VALETI,Kamma,medium
VALIREDDY,Reddy,high
VALIVETI,Kamma,medium
VALLABANENI,Kamma,high
VALLABHANENI,Kamma,high
VALLABHAPARAPU,Kamma,high
VALLABHAPURAM,Kamma,medium
VALLABHAPURAPU,Kamma,medium
VALLABHUPURAM,Kamma,medium
VALLALA,Other,low
VALLAMKONDA,Kapu,medium
VALLAMREDDY,Reddy,high
VALLAMSETLA,Kamma,medium
VALLAMSETTI,Vysya,high
VALLAMSETTY,Vysya,high
VALLAPANENI,Kamma,low
VALLAPARLA,Kamma,medium
VALLAPUNENI,Kamma,low
VALLAPURI,Kamma,medium
VALLBHANENI,Kamma,high
VALLEM,Kapu,medium
VALLEPALLI,Kamma,medium
VALLERU,Kamma,medium
VALLETI,Kamma,high
VALLIBOINA,Kapu,medium
VALLIPALLI,Kamma,low
VALLURI,Kamma,high
VALLURIPALLI,Kamma,medium
VALLURU,Kamma,high
VALLURUPALLI,Kamma,medium
VANAMA,Kamma,medium
VANDANAPU,Kapu,medium
VANGA,Kapu,medium
VANGALA,Kapu,medium
VANGALLU,Kapu,medium
VANGAVOLU,Kamma,medium
VANIMIREDDY,Reddy,high
VANIPENTA,Reddy,medium
VANKA,Kapu,medium
VANKADARA,Kamma,medium
VANKADARU,Kamma,medium
VANKAYALA,Kamma,medium
VANKAYALAPATI,Kamma,medium
VANKINENI,Kamma,medium
VANTIPALLI,Kamma,medium
VANUKURI,Kamma,medium
VANUKURU,Kamma,medium
VARADA,Kapu,medium
VARAGANI,Kamma,medium
VARAPARLA,Kapu,medium
VARDHINENI,Kamma,low
VARIGALA,Kamma,medium
VARIKALLU,Kapu,medium
VARIKUNTLA,Kamma,medium
VARIKUTI,Kamma,medium
VASA,Kamma,high
VASAMSETTY,Vysya,high
VASANTHAPU,Kapu,medium
VASIREDDI,Reddy,high
VASIREDDY,Reddy,high
VASKULA,Other,low
VATIPALLI,Kamma,low
VATRAPU,Kamma,high
VATTIGORLA,Kamma,medium
VATTIGUNTA,Kamma,medium
VATTIKONDA,Kamma,medium
VATTIKUTI,Kamma,high
VATTIKUTTI,Kamma,medium
VATTIPALLI,Kamma,low
VAZRALA,Kapu,medium
VEDAGIRI,Kamma,medium
VEDANTHAM,Brahmin,medium
VEDULAPURAPU,Kamma,medium
VEDULLA,Kamma,medium
VEERAGANDAM,Kamma,medium
VEERAGANDHAM,Kamma,medium
VEERAMACHANENI,Kamma,high
VEERAMACHENENI,Kamma,low
VEERAMACHINENI,Kamma,high
VEERAMASUNENI,Kamma,low
VEERAMOSU,Kamma,medium
VEERANAPU,Kamma,medium
VEERANKI,Kamma,medium
VEERAPANENI,Kamma,medium
VEERAVALLI,Kamma,high
VEERELLA,Kapu,medium
VEEREPALLI,Kamma,medium
VEERLA,Kapu,medium
VEERNALA,Kapu,medium
VEESAM,Kapu,medium
VEGESANA,Kamma,medium
VEGESNA,Kamma,medium
VEGULLA,Kamma,medium
VEGUNTA,Kamma,medium
VEJALLA,Kamma,medium
VEJANDLA,Kamma,medium
VEJELLA,Kamma,medium
VEJENDLA,Kamma,medium
VEJJALLA,Kamma,medium
VELAGA,Kapu,medium
VELAGALA,Kamma,medium
VELAGALETI,Kamma,medium
VELAGAPUDI,Kamma,high
VELAMATI,Kamma,medium
VELANATI,Kamma,medium
VELEGALETI,Kamma,medium
VELENENI,Kamma,low
VELETI,Kamma,medium
VELGAPUDI,Kamma,low
VELICHETI,Kapu,medium
VELIMICHARLA,Kamma,medium
VELINANI,Kamma,medium
VELINENI,Kamma,medium
VELIVELA,Kapu,medium
VELIVELLI,Kamma,medium
VELIVOLU,Kamma,medium
VELLALACHERUVU,Kamma,medium
VELLANKI,Kamma,medium
VELLATURI,Kapu,medium
VELLISALA,Kamma,medium
VELPULA,Kapu,medium
VELPURI,Kamma,medium
VELUGOTI,Kamma,medium
VELUGU,Kapu,medium
VELUGULETI,Kapu,medium
VELUGURI,Kamma,medium
VELURI,Kamma,medium
VELURU,Kamma,medium
VELUVOLU,Kamma,medium
VEMANA,Other,medium
VEMAVARAPU,Kamma,medium
VEMIREDDY,Reddy,high
VEMISETTY,Vysya,high
VEMPARALA,Kamma,high
VEMPATI,Kamma,medium
VEMU,Kamma,medium
VEMULA,Kapu,medium
VEMULAKONDA,Kamma,medium
VEMULAMADA,Kamma,medium
VEMULAPALLI,Kamma,high
VEMULAPALLY,Kamma,medium
VEMULURU,Kamma,medium
VEMURI,Kamma,high
VEMURU,Kamma,high
VENGALA,Kamma,medium
VENIGALLA,Kamma,medium
VENIGANDLA,Kamma,medium
VENKATESULU,Kamma,medium
VENNAM,Kamma,medium
VENPATI,Kamma,medium
VENUKAPATI,Kamma,medium
VEPURI,Kamma,medium
VERAMACHINENI,Kamma,low
VERAVALLI,Kamma,medium
VETAPALEM,Kamma,medium
VETSA,Kamma,medium
VIDAVALAPATI,Kamma,medium
VILASAGARAPU,Kamma,medium
VILASARAPU,Kamma,medium
VINJAM,Kamma,medium
VINJAMURI,Brahmin,medium
VINNAKOTA,Kamma,medium
VIPPARLA,Kamma,medium
VIRIGINENI,Kamma,medium
VIRUKONDA,Kapu,medium
VISHNUBHATLA,Brahmin,high
VISHNUMOLAKALA,Kamma,medium
VISSAKOTI,Kamma,medium
VISSAMSETTI,Vysya,high
VISSAMSETTY,Vysya,high
VISSAMSHETTI,Vysya,medium
VISTALLA,Kamma,medium
VISTARLA,Kamma,medium
VISWANADHAPALLI,Kamma,low
VISWANATHUNI,Brahmin,medium
VITHANALA,Kamma,medium
VOBHILINENI,Kamma,low
VOGIREDDY,Reddy,high
VOGURI,Kamma,medium
VOLETI,Kamma,high
VOLIVOLU,Kamma,medium
VONTIPULLI,Kamma,medium
VOONNA,Kamma,medium
VOOTLA,Kapu,medium
VORUGANTI,Kamma,high
VUDDAGIRI,Kamma,medium
VUDDANDA,Kamma,medium
VUDDANTI,Kamma,medium
VUDUMULA,Kamma,medium
VUGGIRALA,Kamma,medium
VULAVA,Kapu,medium
VULAVALA,Kamma,medium
VUMMADI,Kamma,medium
VUMMANENI,Kamma,medium
VUNDAVALLI,Kamma,medium
VUNNAM,Kamma,medium
VUNNAVA,Kamma,medium
VUPPAALA,Kamma,medium
VUPPALA,Kamma,medium
VUPPALAPANCHU,Kamma,medium
VUPPALAPATI,Kamma,high
VUPPARAPALLI,Kamma,low
VUPPULURI,Kamma,medium
VUPPUTURI,Kapu,medium
VURRANKI,Kamma,medium
VUTLA,Kapu,medium
VUTLAPALLI,Kamma,low
VUTUKURI,Kamma,medium
VUYYURI,Kamma,medium
VUYYURU,Kamma,medium
VUYYURURAMIREDDY,Reddy,high
VYSYARAJU,Vysya,medium
VYTLA,Kamma,medium
YAAGANTI,Kamma,medium
YAAKA,Kamma,medium
YAALAMUDI,Kamma,medium
YAARAMU,Kamma,medium
YAASANGI,Kamma,medium
YADALA,Yadava,medium
YADAVALLI,Kshatriya,medium
YADDALA,Kapu,medium
YADDANAPUDI,Kamma,low
YADHANAPALLI,Kamma,medium
YADHANAPUDI,Kamma,medium
YADLA,Kapu,medium
YADLAPALLI,Kamma,medium
YADLAPATI,Kamma,medium
YADLAPELLI,Kamma,medium
YADLLA,Kamma,medium
YADLLURI,Kamma,medium
YADLURI,Kamma,medium
YAGANTI,Kamma,high
YAGUKULAPATI,Kamma,medium
YAGUNTA,Kamma,medium
YAJELLA,Kamma,medium
YAKASIRI,SC,medium
YAKKALA,Kapu,medium
YAKKALI,Kapu,medium
YAKKANTI,Kamma,medium
YAKKATI,Kapu,medium
YALAGALA,Kamma,medium
YALAMA,Kamma,medium
YALAMAALA,Kamma,medium
YALAMAATI,Kamma,medium
YALAMADDHI,Kamma,medium
YALAMANCHALI,Kamma,high
YALAMANCHI,Kamma,high
YALAMANCHILI,Kamma,high
YALAMANDALA,Kamma,medium
YALAMARTHI,Kamma,medium
YALAMARTHY,Kamma,medium
YALAMARTI,Kamma,medium
YALAMNCHILI,Kamma,high
YALANATI,Kamma,medium
YALARTI,Kamma,medium
YALASANI,Kamma,medium
YALAVARTHI,Kamma,medium
YALAVARTI,Kamma,medium
YALAVARTY,Kamma,medium
YALLA,Kapu,medium
YALLAMANDA,Kamma,medium
YALLANKI,Kamma,medium
YALLAPRAGADA,Kamma,medium
YALLUVULA,Kamma,medium
YALNATI,Kamma,medium
YAMALA,Kapu,medium
YAMANI,Kamma,medium
YAMARTHI,Kamma,medium
YAMPARALA,Kamma,medium
YANAGANDALA,Kamma,medium
YANAGANTI,Kamma,medium
YANAMADALA,Kamma,medium
YANAMADDI,Kamma,medium
YANAMANDRA,Kamma,medium
YANDAPALLI,Kamma,low
YANDLURI,Kamma,medium
YANDRATHI,Kamma,medium
YANDURI,Brahmin,medium
YANGALADASU,SC,medium
YANGALASETTY,Vysya,high
YANNADI,Kamma,medium
YANNAM,Kamma,medium
YANNAMANI,Kamma,medium
YANUMULA,Kamma,medium
YARABARLA,Kapu,medium
YARABIKKI,Kapu,medium
YARABOTHULA,Kapu,medium
YARAGANGULA,Kamma,medium
YARAGANI,Kamma,medium
YARAGUNTA,Kamma,medium
YARALAGADDA,Kamma,low
YARAMAANU,Kamma,medium
YARAMACHU,Kapu,medium
YARAMANEDI,Kamma,medium
YARAMANENI,Kamma,low
YARAMASU,Kamma,medium
YARAMATI,Kamma,medium
YARAMNEEDI,Kamma,medium
YARAMURI,Kapu,medium
YARAPATI,Kamma,medium
YARAPATINENI,Kamma,low
YARAPOTINI,Kamma,medium
YARASI,Kapu,medium
YARASINGU,Kapu,medium
YARKAREDDY,Reddy,high
YARLAGADDA,Kamma,high
YARLGADDA,Kamma,low
YARRA,Kapu,medium
YARRABOTHULA,Kapu,medium
YARRAGOPU,Kapu,medium
YARRAGUNDA,Kamma,medium
YARRAGUNTA,Kamma,medium
YARRAGUNTLA,Kamma,medium
YARRAGUNTLU,Kamma,medium
YARRAJARLA,Kamma,medium
YARRAKULA,SC,medium
YARRAM,Kamma,medium
YARRAMALA,Kapu,medium
YARRAMANENI,Kamma,medium
YARRAMASU,Kamma,medium
YARRAMMANENI,Kamma,medium
YARRAMNENI,Kamma,medium
YARRAMREDDY,Reddy,high
YARRAMSETTI,Vysya,high
YARRAMSETTY,Vysya,high
YARRAPOTHU,Kamma,medium
YARRARAPU,Kamma,medium
YARRASINGU,Kamma,medium
YATALA,Kamma,medium
YEADLURI,Kamma,medium
YECHURI,Other,medium
YEDDINDI,Kamma,medium
YEDDINENI,Kamma,medium
YEDDLAPALLE,Kamma,medium
YEDDU,Kapu,medium
YEDDULA,Kamma,medium
YEDDURI,Kamma,medium
YEDLA,Kamma,medium
YEDLAPALLI,Kamma,medium
YEDLAPATI,Kamma,medium
YEDLURI,Kamma,medium
YEDUBAATI,Kamma,medium
YEDUKODALA,Kamma,medium
YEDUKONDALA,Kamma,medium
YEDUPATI,Kamma,medium
YEEDUPUGANTI,Kamma,medium
YEGANAATI,Kamma,medium
YEGINAATI,Kamma,medium
YEGINENI,Kamma,low
YEGIREDDI,Reddy,high
YEJANDLA,Kamma,medium
YEJELLA,Kapu,medium
YEJJA,Kamma,medium
YEKKALA,Kamma,medium
YELAGAPUDI,Kamma,medium
YELAMA,Kamma,medium
YELAMAATI,Kamma,medium
YELAMANCHI,Kapu,medium
YELAMANCHILI,Kamma,high
YELAMANDALA,Kamma,medium
YELAMANENI,Kamma,low
YELAMARDDI,Kamma,medium
YELAMARTHI,Kamma,medium
YELAMARTI,Kamma,medium
YELAMPATI,Kamma,medium
YELAMPELLI,Kamma,medium
YELANCHI,Kamma,medium
YELANKI,Kamma,medium
YELAVARTHI,Kamma,medium
YELAVARTI,Kamma,medium
YELCHURI,Kamma,medium
YELENDI,Kamma,medium
YELETI,Kapu,medium
YELINENI,Kamma,medium
YELISETTI,Vysya,high
YELISETTINARMADAM,Kamma,low
YELISETTY,Vysya,high
YELIVALA,Kamma,medium
YELIVELA,Kamma,medium
YELIVELI,Kamma,medium
YELLA,Kapu,medium
YELLALACHERUVU,Kapu,medium
YELLAMANCHALI,Kamma,medium
YELLAMANDALA,Kamma,medium
YELLAMILLI,Kamma,medium
YELLAMPARAJU,Kamma,medium
YELLAMRAJU,Kamma,medium
YELLANATI,Kamma,medium
YELLANTI,Kamma,medium
YELLAPU,Kapu,medium
YELLAVVULA,Kamma,medium
YELLI,Kamma,medium
YELLINENI,Kamma,medium
YELLURI,Kamma,medium
YELLURU,Kamma,medium
YELLUTLA,Kamma,medium
YELUCHURI,Kamma,medium
YELUKA,Kapu,medium
YELURI,Kamma,medium
YELURU,Kamma,medium
YEMINEDI,Kamma,medium
YEMINENI,Kamma,medium
YEMIRIPILLI,Kamma,medium
YEMMALA,Kamma,medium
YEMPAATI,Kamma,medium
YEMPARALA,Kamma,medium
YEMURI,Kamma,medium
YEMURU,Kamma,medium
YENALA,Kamma,medium
YENAMADDHI,Kamma,medium
YENAMADULA,Kamma,medium
YENAMANDULA,Kamma,medium
YENDAPALLI,Kamma,medium
YENDAPELLI,Kamma,medium
YENDAPU,Kamma,medium
YENDAVALLI,Kamma,medium
YENDHURU,Kamma,medium
YENDLURI,Kamma,medium
YENDLURU,Kamma,medium
YENDRAJUPALLE,Kamma,medium
YENDRAPALLI,Kamma,medium
YENDRAPATI,Kamma,medium
YENDRATHI,Kamma,medium
YENDREDDY,Reddy,high
YENDURI,Kamma,medium
YENDURU,Kamma,medium
YENGALA,Kamma,medium
YENIGALLA,Kamma,medium
YENIGANDLA,Kamma,medium
YENIGANLLA,Kamma,medium
YENIGANTI,Kamma,medium
YENIKAPATI,Kamma,medium
YENIKEPATI,Kamma,medium
YENIMIREDDY,Reddy,high
YENISETTI,Vysya,high
YENNAMANI,Kamma,medium
YENPARALA,Kamma,medium
YENRATI,Kamma,medium
YENUGA,Kamma,medium
YENUGANTI,Kamma,medium
YENUGULA,Kamma,medium
YENUGUNTA,Kamma,medium
YENUMALA,Kamma,medium
YENUMULA,Kamma,medium
YEPULA,Kamma,medium
YEPURI,Kapu,medium
YEPURU,Kamma,medium
YERADI,Kamma,medium
YERAGUNTALA,Kamma,medium
YERAKUTI,Kamma,medium
YERAMAATI,Kamma,medium
YERAMASANI,Kamma,medium
YERAMASHU,Kamma,medium
YERAMASU,Kamma,medium
YERANEDI,Kamma,medium
YERANULI,Kamma,medium
YERAPOTHINA,Kamma,medium
YERASANI,Kamma,medium
YERAVORU,Kamma,medium
YERIBOTULA,Kamma,medium
YERIKAPATI,Kamma,medium
YERIKIPATI,Kamma,medium
YERLAGADDA,Kamma,low
YERMU,Kamma,medium
YERNENI,Kamma,medium
YERNIDI,Kamma,medium
YERPNNA,Kamma,medium
YERRA,Kapu,medium
YERRAGOPU,Kapu,medium
YERRAGOPULA,Kamma,high
YERRAGUNTA,Kamma,medium
YERRAGUNTLA,Kamma,medium
YERRAM,Kamma,medium
YERRAMANEDI,Kamma,medium
YERRAMANENI,Kamma,medium
YERRAMASU,Kamma,medium
YERRAMNENI,Kamma,high
YERRAMRAJU,Kamma,medium
YERRAMSETTY,Vysya,high
YERRAMU,Kamma,medium
YERRAPOTHU,Kapu,medium
YERRAPOTU,Kamma,medium
YERRIBOINA,Kapu,high
YERROJU,Kamma,medium
YERUKALAPUDI,Kamma,low
YERUVA,Kapu,medium
YESIREDDY,Reddy,high
YESUMALA,Kamma,medium
YETIKURI,Kamma,medium
YETIKURU,Kamma,medium
YETLURI,Kamma,medium
YETUKURI,Kamma,medium
YETUKURU,Kamma,medium
YETURU,Kamma,medium
YEVURU,Kamma,medium
YEVVURI,Kamma,medium
YIDUPUGANTI,Kamma,medium
ZADDU,Kapu,medium
ZAGABATHUNI,Kamma,medium
ZAHEER,Muslim,high
